54741;1.2834;-1.57455
54751;1.26919;-1.32653
54761;1.15036;-1.43756
54771;1.20786;-1.38005
54781;1.32552;-1.44035
54791;1.56697;-1.5084
54801;1.27561;-1.21734
54811;0.98377;-1.33068
54821;1.14921;-1.49353
54831;1.09948;-1.44629
54841;1.27561;-1.44912
54851;1.16439;-1.62959
54861;1.09176;-1.95281
54871;0.976864;-1.32134
54881;1.04798;-1.39695
54891;1.56222;-1.33038
54901;1.34308;-1.34271
54911;1.16085;-1.45065
54921;1.09948;-1.50411
54931;1.16203;-1.16179
54941;1.27303;-1.27272
54951;1.28209;-1.57295
54961;0.919412;-1.09162
54971;0.98377;-1.56199
54981;1.21764;-1.85467
54991;1.56539;-1.50687
55001;1.33492;-1.39256
55011;0.979812;-1.44053
55021;1.21396;-1.44477
55031;1.1585;-1.56348
55041;1.39718;-1.33859
55051;1.26791;-1.49797
55061;1.09948;-1.61976
55071;0.86369;-1.5542
55081;1.20786;-1.66741
55091;1.51819;-1.45931
55101;1.22259;-1.16412
55111;1.15617;-1.56033
55121;1.09396;-1.66915
55131;1.21396;-1.32923
55141;1.45095;-1.56647
55151;1.39576;-1.45346
55161;1.21888;-1.39262
55171;0.982778;-1.27156
55181;1.10171;-1.39127
55191;1.33899;-1.74581
55201;1.09948;-1.44629
55211;1.20786;-1.43753
55221;1.03328;-1.66417
55231;1.62662;-1.50988
55241;1.21888;-1.2186
55251;1.10282;-1.45068
55261;1.15968;-1.44919
55271;1.09616;-1.21129
55281;1.33492;-1.27655
55291;1.27046;-1.44329
55301;1.45242;-1.56806
55311;1.22135;-1.33732
55321;1.26283;-1.72138
55331;1.16557;-1.7477
55341;1.33222;-1.79485
55351;1.38872;-1.33048
55361;1.26536;-1.38002
55371;1.03224;-1.4333
55381;1.33763;-1.62783
55391;1.51202;-1.39528
55401;1.04479;-1.3927
55411;0.982778;-1.32934
55421;1.21641;-1.33192
55431;1.39435;-1.33588
55441;1.33763;-1.62783
55451;1.21029;-1.49801
55461;1.26791;-1.44038
55471;1.15152;-1.55406
55481;1.21396;-1.73357
55491;1.39718;-1.74576
55501;1.16203;-1.27793
55511;0.805309;-1.32273
55521;1.09286;-1.43758
55531;1.16085;-1.50865
55541;1.50439;-1.73511
55551;1.39294;-1.39252
55561;1.03224;-1.31868
55571;1.15384;-1.49954
55581;1.15733;-1.3306
55591;1.27819;-1.27787
55601;1.22508;-1.458
55611;0.977845;-1.55259
55621;1.09506;-1.38288
55631;1.32286;-1.37999
55641;1.32953;-1.38694
55651;1.28209;-1.63118
55661;0.806929;-1.67097
55671;1.32819;-1.15469
55681;1.33492;-1.50855
55691;1.39576;-1.39535
55701;1.20908;-1.38143
55711;0.861958;-1.43624
55721;1.22011;-1.51015
55731;1.43353;-1.77682
55741;1.39718;-1.6876
55751;1.09948;-1.33063
55761;1.10059;-1.21619
55771;0.98377;-1.44634
55781;1.09616;-1.55722
55791;1.40145;-1.45938
55801;1.26536;-1.26506
55811;1.21151;-1.21124
55821;1.03535;-1.49509
55831;1.33357;-1.62289
55841;1.34035;-1.45645
55851;1.16085;-1.33464
55861;1.04373;-1.33335
55871;1.10059;-1.50563
55881;1.4539;-1.3372
55891;1.27819;-1.394
55901;1.09067;-1.60678
55911;1.27175;-1.3292
55921;1.10282;-1.50868
55931;1.16321;-1.51171
55941;1.10171;-1.62303
55951;0.811829;-1.44934
55961;1.15152;-1.55406
55971;1.04268;-1.27411
55981;1.50591;-1.21599
55991;1.33492;-1.62454
56001;1.09726;-1.44338
56011;1.26791;-1.49797
56021;1.49834;-1.49783
56031;1.39576;-1.56969
56041;1.05118;-1.51793
56051;1.21888;-1.62461
56061;1.14921;-1.72318
56071;1.03535;-1.61004
56081;1.45095;-1.45049
56091;1.16321;-1.56983
56101;1.28733;-1.46243
56111;0.806929;-1.90129
56121;1.33087;-1.73524
56131;1.43929;-1.32377
56141;1.38732;-1.2136
56151;1.09616;-1.32661
56161;1.03431;-1.55101
56171;1.16557;-1.57302
56181;1.21764;-1.56503
56191;1.34035;-1.28174
56201;1.04904;-1.28188
56211;1.26409;-1.32121
56221;1.15384;-1.61484
56231;1.56222;-1.61945
56241;1.44364;-1.67397
56251;1.22135;-1.2792
56261;1.20544;-1.37728
56271;1.16557;-1.45655
56281;1.21029;-1.44042
56291;1.33492;-1.68252
56301;1.32552;-1.26757
56311;0.98676;-1.50874
56321;1.48935;-1.66055
56331;1.26283;-1.54933
56341;1.16439;-1.45507
56351;0.98377;-1.215
56361;1.27432;-1.33189
56371;1.55126;-1.32105
56381;1.44948;-1.44902
56391;1.1107;-1.3442
56401;1.16321;-1.80225
56411;0.806119;-1.84186
56421;1.32419;-1.38137
56431;1.38592;-1.44322
56441;1.50896;-1.27646
56451;1.04479;-1.45071
56461;1.21151;-1.55716
56471;1.1585;-1.27406
56481;1.34035;-1.28174
56491;1.5151;-1.39811
56501;1.27303;-1.27272
56511;1.09396;-1.43903
56521;1.15268;-1.61321
56531;1.27949;-1.62787
56541;1.34171;-1.74936
56551;0.979812;-1.55571
56561;1.15384;-1.55719
56571;1.09837;-1.5026
56581;1.22383;-1.51475
56591;0.930611;-1.27932
56601;0.978828;-1.55415
56611;1.37759;-1.54926
56621;1.50287;-1.4446
56631;1.51202;-1.5115
56641;1.10282;-1.62468
56651;1.16085;-1.39265
56661;1.03744;-1.3253
56671;1.09837;-1.56036
56681;1.56856;-1.33577
56691;0.985761;-1.56515
56701;1.21518;-1.3884
56711;1.03639;-1.55412
56721;1.32419;-1.43891
56731;1.49834;-1.44024
56741;1.33087;-1.44617
56751;1.33087;-1.50399
56761;1.03848;-1.4996
56771;1.21396;-1.50254
56781;1.4539;-1.51154
56791;1.32819;-1.67405
56801;1.49684;-1.84142
56811;1.27046;-1.73178
